delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,missing_proof,delivery_duration_hours
dl00679,o01122,d008,v098,h04,06/10/2025 07:57,15:06.2,delayed,1.2,2,FALSE,2.15,12.25,0,18.3
dl00680,o01148,d064,v056,h04,19/11/2024 06:45,09:27.8,ontime,12.17,0,FALSE,4.49,8.14,0,23.41
dl00681,o01197,d046,v033,h01,27/01/2024 02:16,15:53.2,delayed,13.28,0,FALSE,1.97,18.74,0,27
dl00682,o00264,d039,v004,h08,12/08/2025 12:49,08:01.7,ontime,11.86,0,FALSE,5,14.2,0,5.32
dl00683,o00560,d102,v008,h03,05/08/2025 18:41,14:19.5,delayed,21.04,0,FALSE,2.52,19.01,0,14.56
dl00684,o00986,d026,v027,h08,06/02/2024 11:40,38:29.7,delayed,12.6,1,TRUE,3.71,10.36,1,31.97
dl00685,o00113,d002,v042,h03,12/02/2024 05:54,59:20.7,failed,10.66,1,FALSE,2.68,10.8,0,17.09
dl00686,o00523,d083,v002,h08,04/11/2025 08:01,17:37.4,ontime,24.04,3,FALSE,5,12.99,0,4.28
dl00687,o00328,d168,v072,h06,12/09/2024 07:45,31:07.1,ontime,16.38,2,FALSE,5,15.23,0,-0.23
dl00688,o00385,d117,v068,h03,24/10/2025 17:08,53:05.7,ontime,17.58,0,FALSE,4.16,13.79,0,0.75
dl00689,o00165,d087,v048,h07,16/03/2024 15:57,28:39.2,ontime,16.14,1,FALSE,4.14,18.83,0,21.53
dl00690,o00129,d167,v096,h01,12/12/2024 05:16,27:02.1,failed,17.64,0,FALSE,2.59,15.08,0,29.18
dl00691,o00022,d055,v091,h01,20/04/2025 21:40,33:54.6,delayed,4.45,0,FALSE,4.36,13.49,0,19.9
dl00692,o00176,d093,v100,h07,15/04/2025 11:14,40:03.1,ontime,14.91,0,FALSE,3.65,16.9,0,0.43
dl00693,o00154,d137,v063,h03,20/08/2024 06:10,47:35.3,delayed,13.63,0,FALSE,2.62,11.31,0,17.63
dl00694,o00457,d087,v038,h05,31/03/2024 09:26,43:50.3,failed,14.66,0,TRUE,1.68,13.68,1,23.3
dl00695,o00195,d017,v067,h06,02/06/2024 20:32,47:53.3,delayed,18.13,1,FALSE,3.49,16.69,0,14.26
dl00696,o01210,d016,v035,h07,01/04/2025 13:32,43:32.0,ontime,4.73,2,FALSE,3.18,11.48,0,0.19
dl00697,o00117,d010,v080,h06,10/06/2024 11:21,34:18.1,ontime,13.19,1,FALSE,5,10.04,0,11.22
dl00698,o00882,d101,v092,h07,01/09/2024 12:12,24:02.7,failed,10.97,0,FALSE,3.6,15.95,0,10.2
dl00699,o00388,d133,v091,h02,07/10/2025 00:43,23:12.3,ontime,13.59,1,FALSE,4.11,13.94,0,3.67
dl00700,o00027,d099,v115,h06,26/02/2025 02:22,50:34.9,ontime,8.6,1,FALSE,5,9.3,0,4.48
dl00701,o00440,d077,v084,h08,03/12/2024 03:36,00:24.4,failed,12.65,0,FALSE,5,10.83,0,29.41
dl00702,o00143,d104,v086,h06,07/03/2025 13:02,13:35.3,ontime,18.33,2,FALSE,4.86,10.36,0,24.19
dl00703,o01098,d136,v020,h06,24/04/2025 09:34,44:51.8,delayed,11.16,1,FALSE,2.82,12.56,0,6.18
dl00704,o01009,d058,v084,h08,01/06/2024 06:49,25:55.0,ontime,1.84,0,FALSE,4.35,5.9,0,0.62
dl00705,o00084,d010,v061,h03,13/05/2025 08:46,31:07.4,failed,15.18,2,FALSE,4.04,12.68,0,20.75
dl00706,o00625,d164,v117,h08,12/07/2025 06:16,40:23.0,ontime,15.14,0,FALSE,4.37,11.27,0,23.41
dl00707,o00514,d022,v013,h02,12/11/2025 08:13,49:00.0,ontime,9.89,1,FALSE,4.15,16.04,0,-0.4
dl00708,o00323,d089,v035,h07,01/11/2024 15:56,54:40.4,ontime,7.15,1,FALSE,4.49,3.79,0,4.98
dl00709,o00580,d125,v020,h02,12/02/2024 07:41,11:17.2,delayed,14.43,1,TRUE,4.39,8.47,1,2.5
dl00710,o00262,d116,v119,h06,28/02/2024 06:22,32:37.3,ontime,1.39,2,FALSE,4.12,12.47,0,1.18
dl00711,o00484,d028,v120,h08,10/03/2024 14:43,39:05.4,ontime,16.19,3,FALSE,3.77,8.83,0,22.93
dl00712,o01056,d134,v012,h07,20/12/2024 00:40,07:55.4,delayed,11.83,1,FALSE,4.95,3.1,0,10.47
dl00713,o00728,d044,v039,h03,21/10/2024 06:15,27:26.2,ontime,21.4,0,FALSE,4.63,26.99,0,22.21
dl00714,o00078,d140,v110,h04,06/10/2025 05:23,04:38.4,ontime,10.21,0,FALSE,4.53,20.77,0,5.69
dl00715,o00621,d148,v098,h02,15/05/2025 19:44,03:00.8,delayed,37.21,2,FALSE,4.05,18.77,0,20.32
dl00716,o00221,d158,v074,h08,06/10/2024 05:06,10:08.4,ontime,3.43,1,FALSE,3.66,8.24,0,10.07
dl00717,o00530,d106,v016,h01,31/03/2024 08:10,23:04.2,delayed,28.07,3,FALSE,4.26,17.52,0,8.22
dl00718,o00945,d067,v081,h01,10/11/2025 15:32,12:24.1,delayed,9.2,0,FALSE,2.3,15.84,0,14.67
dl00719,o00138,d124,v020,h08,02/10/2025 07:02,15:45.8,delayed,16.1,1,FALSE,3.88,18.38,0,5.23
dl00720,o01179,d097,v102,h06,13/10/2025 21:10,32:17.3,delayed,9.37,1,FALSE,3,9.84,0,11.37
dl00721,o00742,d086,v017,h04,27/08/2025 17:58,37:04.7,delayed,29.21,1,FALSE,3.51,23.07,0,14.65
dl00722,o00289,d097,v083,h04,24/08/2024 02:33,27:20.6,ontime,16.76,0,FALSE,4.24,19.9,0,21.91
dl00723,o00477,d050,v108,h03,29/10/2025 14:40,19:52.5,delayed,6.67,2,TRUE,3.25,17.41,1,10.66
dl00724,o00024,d003,v042,h01,10/10/2024 07:43,21:10.4,ontime,17.9,0,FALSE,4.76,14.39,0,2.64
dl00725,o01115,d140,v094,h06,29/11/2025 00:00,20:28.0,failed,13.65,1,FALSE,2.1,12.34,0,16.34
dl00726,o00085,d045,v023,h03,02/03/2024 09:54,02:36.7,ontime,14.37,0,FALSE,5,2.5,0,2.14
dl00727,o00520,d164,v080,h08,07/07/2024 13:40,11:10.4,delayed,5.25,0,FALSE,3.43,3.23,0,7.52
dl00728,o00951,d128,v093,h01,30/04/2024 16:16,12:49.3,delayed,11.96,0,TRUE,4.54,8.65,1,9.95
dl00729,o00638,d004,v060,h04,26/05/2025 13:22,18:46.5,ontime,5.33,1,FALSE,4.2,9.65,0,3.95
dl00730,o00191,d170,v025,h05,02/04/2025 03:32,46:58.7,ontime,8.68,1,FALSE,4.06,5.48,0,11.25
dl00731,o00386,d158,v042,h05,16/12/2024 21:08,02:20.5,failed,18.68,3,TRUE,3.05,12.76,1,17.91
dl00732,o00748,d024,v076,h01,23/07/2025 06:45,06:33.8,failed,11.16,1,FALSE,3.55,15.34,0,32.36
dl00733,o00252,d009,v114,h03,10/03/2024 16:48,13:36.7,ontime,21.06,0,FALSE,3.48,18.64,0,1.43
dl00734,o00317,d106,v089,h02,19/01/2025 23:25,14:31.7,ontime,12.54,0,FALSE,3.99,12.79,0,5.83
dl00735,o00190,d150,v082,h01,28/12/2024 08:40,08:00.0,ontime,13.27,0,FALSE,3.68,10.58,0,-1.53
dl00736,o00732,d123,v100,h02,05/06/2025 11:32,00:13.3,failed,13.5,0,FALSE,2.19,13.81,0,16.47
dl00737,o00247,d146,v015,h01,13/07/2024 21:14,35:31.7,ontime,15.68,1,FALSE,4.03,10.54,0,2.36
dl00738,o01163,d071,v022,h06,10/09/2024 01:38,25:27.4,delayed,7.16,0,FALSE,3.63,8.91,0,12.79
dl00739,o00644,d087,v078,h08,03/11/2025 10:33,52:43.4,delayed,7.6,1,FALSE,3.28,15.7,0,14.33
dl00740,o00889,d029,v021,h02,24/02/2024 23:01,20:53.8,ontime,15.64,0,FALSE,3.98,11.85,0,2.33
dl00741,o00689,d113,v091,h01,29/09/2025 16:16,27:15.7,delayed,15.66,1,FALSE,1.65,8.71,0,6.19
dl00742,o00326,d056,v033,h06,03/11/2024 10:06,59:58.2,delayed,13.55,0,TRUE,2.51,15.1,1,16.9
dl00743,o00171,d158,v083,h03,01/05/2025 03:28,30:56.6,ontime,33.77,0,FALSE,5,13.64,0,0.05
dl00744,o00899,d052,v062,h06,04/02/2025 09:43,30:54.8,delayed,25.36,5,FALSE,1.64,13.11,0,13.8
dl00745,o00333,d092,v072,h07,25/03/2025 06:36,16:54.9,failed,11.35,0,FALSE,4.29,13.37,0,16.68
dl00746,o00431,d002,v097,h02,29/03/2025 13:29,02:43.5,ontime,14.4,1,FALSE,3.32,11.96,0,3.56
dl00747,o00482,d008,v085,h08,10/11/2025 04:00,22:40.6,ontime,15.25,1,FALSE,4.27,12.88,0,4.38
dl00749,o01036,d026,v013,h06,28/02/2024 20:38,29:47.1,ontime,13.64,1,FALSE,4.27,10.07,0,2.86
dl00750,o00976,d156,v109,h08,02/02/2024 19:55,06:57.0,delayed,13.29,0,FALSE,2.64,10.65,0,27.2
dl00751,o00234,d136,v073,h01,19/02/2025 12:33,19:04.4,ontime,13.68,0,FALSE,5,8.76,0,4.77
dl00752,o00020,d069,v013,h01,09/05/2024 23:04,49:00.0,ontime,12.27,1,FALSE,4.33,8.63,0,-0.25
dl00753,o01139,d163,v101,h04,05/03/2024 15:46,19:36.2,ontime,17.13,1,FALSE,4.6,16.29,0,7.56
dl00754,o00605,d027,v023,h03,21/03/2025 15:02,30:56.0,ontime,1.2,1,FALSE,4.18,7.11,0,-1.52
dl00755,o01073,d084,v024,h08,05/01/2024 05:34,45:54.5,delayed,21.74,1,FALSE,2.22,13.13,0,16.2
dl00756,o00112,d130,v034,h07,16/09/2024 08:59,27:00.0,ontime,13.07,3,FALSE,3.11,16.72,0,-1.53
dl00757,o00074,d135,v002,h06,18/10/2025 14:03,07:10.5,delayed,12.69,1,TRUE,5,6.5,1,7.07
dl00758,o01126,d085,v043,h07,02/05/2025 17:34,21:46.2,delayed,21.98,4,FALSE,2.72,17.1,0,15.8
dl00759,o01240,d012,v120,h08,08/10/2025 15:19,32:38.8,ontime,6.57,0,FALSE,4.47,11.36,0,3.23
dl00760,o00226,d081,v030,h04,23/07/2024 14:20,40:22.7,ontime,12.22,0,FALSE,4.2,14.58,0,25.34
dl00761,o00810,d134,v088,h04,16/04/2024 04:12,34:09.0,ontime,1.2,1,FALSE,3.48,3.76,0,11.37
dl00762,o00864,d133,v002,h03,04/08/2024 01:29,51:39.0,ontime,34.77,1,FALSE,3.95,18.48,0,3.38
dl00763,o00837,d110,v059,h02,18/04/2024 19:06,31:48.5,failed,16.1,0,TRUE,3.96,13.38,1,35.43
dl00764,o01187,d049,v004,h07,17/11/2025 02:29,47:40.2,delayed,14.53,0,FALSE,2.42,10.58,0,8.31
dl00765,o00043,d126,v023,h06,01/01/2024 06:03,35:48.3,ontime,16.23,1,FALSE,4.81,15.76,0,9.55
dl00766,o00371,d082,v088,h07,27/01/2025 04:54,48:47.2,failed,10.55,0,FALSE,2.58,13.84,0,7.91
dl00767,o00948,d096,v099,h02,14/05/2025 05:19,53:57.0,delayed,5.39,2,FALSE,3.98,3.62,0,9.58
dl00768,o00800,d086,v043,h04,29/01/2024 02:36,44:35.3,delayed,14.84,0,FALSE,1.74,20.01,0,16.14
dl00769,o00957,d038,v048,h03,28/02/2024 03:47,42:47.1,ontime,10.69,0,FALSE,3.73,8.08,0,-0.07
dl00770,o00217,d091,v077,h08,22/01/2024 08:17,25:22.1,ontime,29.87,1,FALSE,4.21,17.68,0,21.14
dl00771,o00257,d003,v116,h01,11/08/2024 03:42,16:26.1,ontime,11.52,2,FALSE,4.78,14.84,0,3.57
dl00772,o01108,d135,v058,h07,24/10/2024 07:22,22:16.4,ontime,15.77,0,FALSE,4.48,12.1,0,5
dl00773,o00080,d101,v050,h03,13/11/2025 05:00,21:31.9,ontime,19.65,0,FALSE,3.41,11.72,0,4.36
dl00774,o01180,d049,v032,h02,07/09/2024 21:42,19:33.8,delayed,26.83,1,FALSE,4.21,12.3,0,13.63
dl00775,o00153,d109,v040,h05,09/02/2025 09:08,51:56.1,delayed,3.69,0,TRUE,2.36,14.94,1,36.73
dl00776,o00383,d036,v069,h02,19/11/2024 17:12,56:11.4,ontime,15.59,0,FALSE,4.41,14.25,0,-1.26
dl00777,o00316,d064,v088,h05,31/07/2025 14:43,19:27.0,ontime,13.91,0,FALSE,3.58,13.71,0,5.61
dl00778,o00965,d143,v005,h08,28/09/2024 17:43,06:23.1,failed,18.34,3,FALSE,2.96,12.7,0,20.39
dl00779,o01146,d127,v048,h08,17/11/2025 05:21,08:16.1,ontime,6.04,1,FALSE,4.27,15.07,0,5.79
dl00780,o01202,d155,v040,h01,14/11/2024 16:31,40:12.7,ontime,12.72,0,FALSE,3.64,15.59,0,7.15
dl00781,o00871,d082,v092,h02,24/12/2025 06:28,08:15.9,failed,11.59,0,FALSE,4.6,17.88,0,21.67
dl00782,o00602,d019,v030,h07,11/12/2025 11:15,39:43.4,delayed,16.3,0,FALSE,3.47,13.54,0,18.41
dl00783,o00380,d099,v015,h07,20/02/2025 00:44,49:44.8,failed,8.95,2,TRUE,1.67,16.86,1,20.1
dl00784,o00073,d095,v039,h05,31/03/2025 05:10,01:35.2,delayed,5.24,0,TRUE,2.29,13.26,1,19.86
dl00785,o00726,d099,v031,h01,05/02/2024 00:29,55:03.8,ontime,18.6,1,FALSE,4.22,17.03,0,2.43
dl00786,o00232,d083,v088,h06,05/06/2025 22:06,04:10.7,ontime,15.42,0,FALSE,5,14.69,0,1.97
dl00787,o00102,d159,v071,h06,22/05/2024 00:18,52:19.8,ontime,11.22,3,FALSE,4.01,9.72,0,0.57
dl00788,o00927,d108,v058,h05,07/05/2025 05:03,15:39.1,failed,10.39,0,FALSE,4.32,19.57,0,19.21
dl00789,o00536,d103,v031,h06,03/11/2025 11:23,13:51.4,failed,15.28,3,TRUE,3.03,11.56,1,24.85
dl00790,o00628,d170,v039,h08,26/10/2024 12:51,56:55.7,delayed,12.25,0,TRUE,3.68,5.21,1,15.1
dl00791,o01047,d085,v116,h01,10/11/2025 17:11,04:01.9,ontime,21.48,1,FALSE,4.67,22.23,0,2.88
dl00792,o00033,d106,v094,h08,30/12/2025 21:39,37:51.1,failed,14.69,1,FALSE,3.2,16.8,0,16.98
dl00793,o00095,d119,v043,h03,15/05/2025 14:55,44:08.3,ontime,17.36,2,FALSE,4.7,14.29,0,22.82
dl00794,o00265,d052,v079,h04,19/05/2024 02:54,03:52.7,delayed,12.37,1,FALSE,1.76,17.61,0,5.16
dl00795,o00151,d068,v062,h05,02/03/2025 11:55,00:58.7,ontime,2.99,0,FALSE,4.03,9.67,0,4.1
dl00796,o00860,d139,v098,h05,26/04/2024 22:58,15:49.3,ontime,19.21,2,FALSE,4.08,14.76,0,0.3
dl00797,o00894,d138,v066,h01,15/01/2024 01:08,42:43.9,delayed,11.19,1,FALSE,3.85,5.56,0,3.58
dl00798,o00850,d046,v073,h07,31/07/2024 22:19,44:15.5,ontime,12.93,2,FALSE,4.63,14.15,0,4.42
dl00800,o01147,d001,v008,h02,20/04/2024 00:58,46:46.1,delayed,10.59,1,FALSE,3.41,13.12,0,12.81
dl00801,o00463,d151,v118,h07,20/02/2025 02:40,53:27.0,ontime,12.81,0,FALSE,3.78,18.21,0,2.22
dl00802,o00691,d092,v086,h08,18/11/2024 03:56,22:24.2,ontime,11.27,0,FALSE,3.79,9.97,0,10.44
dl00803,o00368,d080,v093,h05,05/12/2024 00:47,50:15.1,ontime,13.02,3,FALSE,3.98,12.99,0,2.05
dl00804,o00015,d052,v097,h03,09/11/2025 05:43,20:46.1,ontime,9.3,1,FALSE,3.94,9.13,0,3.63
dl00805,o00215,d033,v057,h07,07/01/2024 12:44,01:00.0,ontime,16.4,2,FALSE,4.73,9.99,0,-1.72
dl00806,o00128,d117,v108,h07,28/12/2025 14:40,18:53.7,delayed,40.11,2,TRUE,2.68,24.27,1,37.65
dl00807,o00089,d103,v061,h05,24/04/2025 20:33,18:14.0,failed,1.2,2,FALSE,2.8,8.46,0,7.75
dl00808,o00993,d055,v009,h04,07/06/2025 23:43,37:55.0,ontime,10.76,1,FALSE,4.77,9.73,0,22.92
dl00809,o01071,d043,v051,h05,27/02/2025 00:21,48:45.9,delayed,13.21,1,TRUE,4.41,16.54,1,16.46
dl00810,o00116,d120,v053,h08,09/03/2025 16:49,25:37.0,ontime,15.23,0,FALSE,5,11.22,0,2.61
dl00811,o00404,d160,v082,h01,17/10/2025 23:22,59:16.2,ontime,8.18,0,FALSE,3.16,10.81,0,-1.38
dl00812,o01016,d073,v059,h02,04/06/2024 00:55,47:55.0,ontime,23.74,4,FALSE,5,11.75,0,4.88
dl00813,o00869,d144,v045,h01,26/02/2024 07:08,52:48.6,ontime,14.17,0,FALSE,3.56,13.63,0,-0.25
dl00814,o00471,d123,v060,h04,07/06/2025 15:06,22:06.3,ontime,8.94,0,FALSE,3.81,12.08,0,5.27
dl00815,o00771,d134,v119,h03,27/07/2025 23:16,38:20.5,delayed,13.86,0,FALSE,2.94,18.01,0,8.37
dl00816,o00857,d017,v047,h05,20/05/2025 21:07,41:43.6,ontime,1.2,1,FALSE,3.44,13.41,0,-0.42
dl00817,o00356,d097,v078,h01,27/05/2025 05:41,33:29.6,ontime,10.07,0,FALSE,3.25,17.74,0,1.87
dl00818,o01000,d035,v120,h07,15/11/2025 22:28,01:40.8,ontime,35.25,1,FALSE,5,23.18,0,4.56
dl00820,o01192,d069,v030,h05,13/12/2024 17:39,45:53.9,delayed,30.97,2,FALSE,3.07,21.48,0,8.11
dl00821,o00424,d074,v080,h07,11/07/2025 10:13,18:17.6,ontime,1.9,4,FALSE,3.85,9.03,0,11.09
dl00822,o00109,d084,v032,h03,24/10/2025 13:25,28:58.6,ontime,6.47,1,FALSE,3.13,12.84,0,3.07
dl00823,o00655,d104,v114,h08,01/11/2025 16:20,35:54.3,failed,9.55,1,FALSE,1.91,8.94,0,13.27
dl00824,o00369,d036,v080,h02,02/10/2024 13:42,44:49.8,failed,10.19,2,FALSE,4.45,7.81,0,13.05
dl00825,o01004,d147,v007,h05,21/09/2024 20:08,23:36.9,failed,11.9,0,FALSE,2.26,21.03,0,6.26
dl00826,o01087,d089,v021,h01,14/12/2025 08:53,01:02.9,ontime,24.56,1,FALSE,3.83,14.2,0,3.13
dl00827,o00079,d065,v030,h01,10/03/2025 06:56,06:19.8,ontime,16.9,2,FALSE,4.87,11.29,0,0.17
dl00828,o00879,d119,v069,h07,04/07/2025 02:40,08:31.7,ontime,8.27,0,FALSE,4.79,14.23,0,0.48
dl00829,o00426,d101,v008,h03,28/09/2024 15:10,18:55.5,ontime,7.91,2,FALSE,3.83,6.45,0,1.15
dl00830,o01114,d164,v071,h01,14/12/2024 00:50,09:00.0,ontime,11.1,2,FALSE,4.33,10.17,0,-1.68
dl00831,o00023,d133,v053,h08,05/10/2025 05:51,17:27.4,failed,15.56,0,TRUE,2.38,10.87,1,22.44
dl00832,o01143,d083,v109,h06,16/06/2025 02:45,02:41.8,failed,18.52,0,FALSE,4.27,13.94,0,10.29
dl00833,o00712,d169,v106,h04,26/05/2025 11:52,09:55.9,ontime,16.28,0,FALSE,4.22,17.55,0,2.3
dl00834,o01165,d022,v099,h02,13/12/2025 07:00,03:16.9,ontime,15.51,2,FALSE,4.58,9.85,0,5.05
dl00835,o00188,d096,v005,h05,09/09/2025 04:34,10:45.2,delayed,13.48,1,FALSE,2.68,14.25,0,12.61
dl00837,o01092,d052,v074,h03,10/12/2025 15:10,02:35.0,ontime,5.31,0,FALSE,3.76,9.42,0,5.88
dl00838,o00909,d117,v103,h03,05/01/2025 03:05,48:03.2,failed,14.62,1,TRUE,2.31,20.66,1,31.72
dl00839,o00566,d078,v096,h03,07/04/2024 01:03,40:24.6,failed,7.89,2,TRUE,1.65,11.74,1,12.62
dl00840,o01162,d102,v106,h04,09/06/2025 11:40,15:00.0,ontime,7.84,0,FALSE,4.18,13.23,0,-0.42
dl00841,o00733,d006,v068,h02,06/08/2024 08:40,32:19.4,ontime,15.77,1,FALSE,3.39,11.44,0,2.87
dl00842,o00405,d102,v114,h07,14/02/2024 12:17,30:15.2,ontime,5.55,1,FALSE,3.88,8.89,0,4.22
dl00843,o00804,d138,v012,h05,13/03/2024 10:34,16:16.2,ontime,17.19,1,FALSE,4.66,12.85,0,22.7
dl00844,o00991,d168,v093,h03,03/01/2025 18:00,49:34.9,ontime,10.66,1,FALSE,4.63,20.41,0,-0.17
dl00845,o01218,d162,v047,h05,15/03/2025 04:24,23:14.3,ontime,32.79,2,FALSE,4.64,13.5,0,1.99
dl00846,o01118,d038,v004,h03,26/02/2024 19:54,58:17.4,ontime,17.64,0,FALSE,4.01,17.89,0,4.07
dl00847,o00134,d154,v035,h07,22/12/2024 18:38,50:09.9,ontime,1.46,0,FALSE,4.09,7.98,0,5.2
dl00848,o00633,d080,v091,h08,12/02/2024 13:23,55:42.8,ontime,20.03,3,FALSE,3.93,10.97,0,1.55
dl00849,o00169,d160,v016,h08,03/12/2025 14:32,00:07.4,ontime,8.52,2,FALSE,4.31,13.73,0,0.47
dl00850,o00444,d060,v055,h05,30/08/2025 19:20,59:39.8,ontime,4.26,4,FALSE,4.32,8.71,0,3.66
dl00851,o01022,d141,v053,h04,16/03/2024 17:31,55:48.7,delayed,2.38,0,FALSE,3.21,3.58,0,28.41
dl00852,o00974,d013,v052,h03,11/06/2025 01:17,21:30.6,ontime,15.52,1,FALSE,4.65,18.68,0,2.08
dl00853,o00178,d073,v086,h01,30/03/2024 21:03,39:18.3,ontime,12.77,3,FALSE,4.19,15.35,0,3.61
dl00854,o00954,d099,v055,h04,14/07/2024 03:27,39:46.3,delayed,7.05,0,TRUE,3.2,11.41,1,5.21
dl00855,o00409,d154,v076,h08,08/01/2025 12:04,15:54.1,delayed,7.29,0,FALSE,3.36,13.69,0,21.2
dl00856,o00223,d087,v083,h03,10/08/2025 18:09,02:42.3,ontime,4.19,3,FALSE,3.82,7.91,0,1.9
dl00857,o00292,d050,v045,h05,29/10/2025 18:17,11:21.3,delayed,11.07,2,FALSE,2.72,10.06,0,15.91
dl00858,o01075,d099,v007,h08,26/06/2024 10:08,44:24.1,ontime,9.72,1,FALSE,4.34,16.21,0,-0.39
dl00859,o00512,d164,v052,h05,21/09/2024 11:04,34:35.8,delayed,24.2,0,TRUE,5,13.25,1,12.51
dl00860,o00280,d026,v027,h07,21/09/2025 00:35,59:07.7,ontime,10.9,0,FALSE,4.76,14.97,0,13.4
dl00861,o00381,d056,v094,h05,29/11/2024 00:04,39:14.8,ontime,18.99,0,FALSE,4.91,16.77,0,21.59
dl00862,o00031,d165,v037,h01,25/10/2024 04:57,32:20.9,failed,8.4,1,FALSE,1.41,9.28,0,28.59
dl00863,o00597,d044,v030,h01,09/01/2025 13:40,09:19.7,ontime,16.47,2,FALSE,3.51,14.48,0,6.49
dl00864,o00818,d135,v076,h06,27/10/2025 16:02,01:23.9,ontime,11.68,0,FALSE,3.14,18.27,0,0.99
dl00865,o00338,d148,v042,h01,26/12/2024 06:10,25:57.0,ontime,7.72,0,FALSE,3.6,16.7,0,5.27
dl00866,o00969,d096,v041,h02,14/10/2024 22:32,02:29.8,ontime,5.1,0,FALSE,5,15.22,0,0.51
dl00867,o01117,d089,v079,h02,20/06/2025 01:47,09:47.2,ontime,23.28,4,FALSE,3.45,11.6,0,1.38
dl00868,o00452,d104,v100,h04,27/11/2025 11:55,09:06.5,failed,6.57,1,FALSE,3.69,18.09,0,12.24
dl00869,o00038,d118,v119,h05,06/10/2025 20:46,44:16.7,ontime,9.15,2,FALSE,5,10.32,0,0.97
dl00870,o00650,d078,v110,h03,30/09/2025 12:39,21:55.7,ontime,24.94,2,FALSE,3.8,14.11,0,1.72
dl00871,o00715,d037,v047,h01,17/06/2025 16:20,03:48.1,ontime,9.43,0,FALSE,4.03,16.6,0,4.73
dl00872,o00144,d120,v001,h03,03/11/2025 22:12,41:26.6,delayed,15.53,1,FALSE,3.54,11.71,0,7.49
dl00873,o00401,d049,v107,h07,22/06/2024 12:48,19:08.7,ontime,10.68,0,FALSE,3.77,10.34,0,21.52
dl00874,o01012,d006,v088,h02,08/03/2025 05:38,05:25.6,delayed,10.15,0,TRUE,2.81,12.54,1,10.46
dl00875,o00189,d018,v052,h06,22/11/2025 08:49,14:04.0,ontime,11.7,0,FALSE,4.44,11.84,0,6.42
dl00876,o00609,d161,v035,h04,15/09/2024 07:47,49:21.7,ontime,5.01,0,FALSE,4.72,14.22,0,12.04
dl00877,o01193,d061,v087,h04,18/04/2025 00:35,54:09.2,ontime,4.93,0,FALSE,4.08,10.71,0,7.32
dl00878,o00629,d164,v016,h06,04/10/2024 07:36,57:13.9,ontime,5.77,0,FALSE,4.7,10.43,0,2.35
dl00879,o00139,d033,v013,h02,15/09/2025 19:42,58:23.7,delayed,9.42,1,TRUE,3.94,10.97,1,8.27
dl00880,o00273,d047,v098,h04,28/02/2025 02:41,58:54.6,ontime,7.39,0,FALSE,4.49,9.91,0,23.3
dl00881,o00632,d127,v032,h01,09/08/2024 22:03,52:23.2,delayed,12.77,5,TRUE,3.32,11.86,1,6.82
dl00882,o01151,d039,v036,h03,26/06/2024 13:58,26:43.5,ontime,3.86,0,FALSE,4.76,7.4,0,12.48
dl00883,o00917,d101,v077,h02,07/04/2024 15:38,05:34.6,delayed,11.42,0,TRUE,2.31,14.58,1,15.46
dl00884,o00407,d056,v105,h01,23/02/2025 07:26,31:02.3,ontime,12.58,1,FALSE,4.81,14.99,0,11.08
dl00885,o00675,d126,v073,h06,19/02/2024 20:14,38:10.2,ontime,15.92,0,FALSE,4.37,16.87,0,23.4
dl00886,o00968,d050,v094,h02,21/11/2024 05:45,49:42.6,delayed,1.2,2,FALSE,3.45,10.2,0,12.08
dl00887,o00577,d155,v097,h02,09/06/2025 23:14,19:26.5,ontime,29.9,0,FALSE,4.18,18.94,0,2.09
dl00888,o01129,d055,v027,h07,23/03/2025 16:39,16:34.6,failed,11.78,2,FALSE,3.61,7.64,0,23.63
dl00889,o01172,d105,v002,h08,17/09/2024 20:42,31:55.6,failed,7.09,0,TRUE,4.37,11.81,1,11.83
dl00890,o00384,d103,v020,h03,01/01/2024 16:28,33:42.5,delayed,9.61,0,FALSE,3.51,9.44,0,10.1
dl00891,o00963,d013,v077,h07,06/06/2025 13:03,56:40.2,ontime,9.94,0,FALSE,4.61,14.44,0,22.89
dl00892,o00392,d163,v115,h07,24/11/2025 12:15,18:34.2,ontime,9.31,1,FALSE,4.42,14.7,0,2.06
dl00893,o00981,d062,v023,h05,11/01/2025 23:09,12:13.5,delayed,25.18,1,FALSE,4.52,10.11,0,33.05
dl00894,o00724,d094,v120,h06,18/11/2025 10:15,57:13.2,delayed,25.57,0,FALSE,2.58,20.64,0,12.7
dl00895,o01157,d068,v023,h07,08/07/2024 22:06,56:21.4,ontime,17.68,1,FALSE,4.43,9.26,0,-1.16
dl00896,o00177,d042,v023,h06,25/12/2025 05:07,26:55.1,ontime,11.26,1,FALSE,4.39,12.49,0,4.33
dl00897,o00672,d084,v043,h07,04/01/2025 00:01,54:43.3,ontime,33.64,2,FALSE,4.06,29.43,0,23.9
dl00898,o00283,d088,v047,h07,26/05/2024 17:54,34:21.7,delayed,10.44,3,FALSE,3.85,17.21,0,9.67
dl00899,o00549,d129,v040,h08,14/08/2025 11:47,36:01.7,ontime,5.78,2,FALSE,3.72,9.14,0,7.82
