delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,missing_proof
dl00831,o00023,d133,v053,h08,05:51:00,04:17:27,failed,15.56,0,True,2.38,10.87,1
dl00832,o01143,d083,v109,h06,02:45:00,13:02:41,failed,18.52,0,False,4.27,13.94,0
dl00833,o00712,d169,v106,h04,11:52:00,14:09:55,ontime,16.28,0,False,4.22,17.55,0
dl00834,o01165,d022,v099,h02,07:00:00,12:03:16,ontime,15.51,2,False,4.58,9.85,0
dl00835,o00188,d096,v005,h05,04:34:00,17:10:45,delayed,13.48,1,False,2.68,14.25,0
dl00837,o01092,d052,v074,h03,15:10:00,21:02:34,ontime,5.31,0,False,3.76,9.42,0
dl00838,o00909,d117,v103,h03,03:05:00,10:48:03,failed,14.62,1,True,2.31,20.66,1
dl00839,o00566,d078,v096,h03,01:03:00,13:40:24,failed,7.89,2,True,1.65,11.74,1
dl00840,o01162,d102,v106,h04,11:40:00,11:15:00,ontime,7.84,0,False,4.18,13.23,0
dl00841,o00733,d006,v068,h02,08:40:00,11:32:19,ontime,15.77,1,False,3.39,11.44,0
dl00842,o00405,d102,v114,h07,12:17:00,16:30:15,ontime,5.55,1,False,3.88,8.89,0
dl00843,o00804,d138,v012,h05,10:34:00,09:16:16,ontime,17.19,1,False,4.66,12.85,0
dl00844,o00991,d168,v093,h03,18:00:00,17:49:34,ontime,10.66,1,False,4.63,20.41,0
dl00845,o01218,d162,v047,h05,04:24:00,06:23:14,ontime,32.79,2,False,4.64,13.5,0
dl00846,o01118,d038,v004,h03,19:54:00,23:58:17,ontime,17.64,0,False,4.01,17.89,0
dl00847,o00134,d154,v035,h07,18:38:00,23:50:09,ontime,1.46,0,False,4.09,7.98,0
dl00848,o00633,d080,v091,h08,13:23:00,14:55:42,ontime,20.03,3,False,3.93,10.97,0
dl00849,o00169,d160,v016,h08,14:32:00,15:00:07,ontime,8.52,2,False,4.31,13.73,0
dl00850,o00444,d060,v055,h05,19:20:00,22:59:39,ontime,4.26,4,False,4.32,8.71,0
dl00851,o01022,d141,v053,h04,17:31:00,21:55:48,delayed,2.38,0,False,3.21,3.58,0
dl00852,o00974,d013,v052,h03,01:17:00,03:21:30,ontime,15.52,1,False,4.65,18.68,0
dl00853,o00178,d073,v086,h01,21:03:00,00:39:18,ontime,12.77,3,False,4.19,15.35,0
dl00854,o00954,d099,v055,h04,03:27:00,08:39:46,delayed,7.05,0,True,3.2,11.41,1
dl00855,o00409,d154,v076,h08,12:04:00,09:15:54,delayed,7.29,0,False,3.36,13.69,0
dl00856,o00223,d087,v083,h03,18:09:00,20:02:42,ontime,4.19,3,False,3.82,7.91,0
dl00857,o00292,d050,v045,h05,18:17:00,10:11:21,delayed,11.07,2,False,2.72,10.06,0
dl00858,o01075,d099,v007,h08,10:08:00,09:44:24,ontime,9.72,1,False,4.34,16.21,0
dl00859,o00512,d164,v052,h05,11:04:00,23:34:35,delayed,24.2,0,True,5.0,13.25,1
dl00860,o00280,d026,v027,h07,00:35:00,13:59:07,ontime,10.9,0,False,4.76,14.97,0
dl00861,o00381,d056,v094,h05,00:04:00,21:39:14,ontime,18.99,0,False,4.91,16.77,0
dl00862,o00031,d165,v037,h01,04:57:00,09:32:20,failed,8.4,1,False,1.41,9.28,0
dl00863,o00597,d044,v030,h01,13:40:00,20:09:19,ontime,16.47,2,False,3.51,14.48,0
dl00864,o00818,d135,v076,h06,16:02:00,17:01:23,ontime,11.68,0,False,3.14,18.27,0
dl00865,o00338,d148,v042,h01,06:10:00,11:25:57,ontime,7.72,0,False,3.6,16.7,0
dl00866,o00969,d096,v041,h02,22:32:00,23:02:29,ontime,5.1,0,False,5.0,15.22,0
dl00867,o01117,d089,v079,h02,01:47:00,03:09:47,ontime,23.28,4,False,3.45,11.6,0
dl00868,o00452,d104,v100,h04,11:55:00,00:09:06,failed,6.57,1,False,3.69,18.09,0
dl00869,o00038,d118,v119,h05,20:46:00,21:44:16,ontime,9.15,2,False,5.0,10.32,0
dl00870,o00650,d078,v110,h03,12:39:00,14:21:55,ontime,24.94,2,False,3.8,14.11,0
dl00871,o00715,d037,v047,h01,16:20:00,21:03:48,ontime,9.43,0,False,4.03,16.6,0
dl00872,o00144,d120,v001,h03,22:12:00,05:41:26,delayed,15.53,1,False,3.54,11.71,0
dl00873,o00401,d049,v107,h07,12:48:00,10:19:08,ontime,10.68,0,False,3.77,10.34,0
dl00874,o01012,d006,v088,h02,05:38:00,16:05:25,delayed,10.15,0,True,2.81,12.54,1
dl00875,o00189,d018,v052,h06,08:49:00,15:14:04,ontime,11.7,0,False,4.44,11.84,0
dl00876,o00609,d161,v035,h04,07:47:00,19:49:21,ontime,5.01,0,False,4.72,14.22,0
dl00877,o01193,d061,v087,h04,00:35:00,07:54:09,ontime,4.93,0,False,4.08,10.71,0
dl00878,o00629,d164,v016,h06,07:36:00,09:57:13,ontime,5.77,0,False,4.7,10.43,0
dl00879,o00139,d033,v013,h02,19:42:00,03:58:23,delayed,9.42,1,True,3.94,10.97,1
dl00880,o00273,d047,v098,h04,02:41:00,01:58:54,ontime,7.39,0,False,4.49,9.91,0
dl00881,o00632,d127,v032,h01,22:03:00,04:52:23,delayed,12.77,5,True,3.32,11.86,1
dl00882,o01151,d039,v036,h03,13:58:00,02:26:43,ontime,3.86,0,False,4.76,7.4,0
dl00883,o00917,d101,v077,h02,15:38:00,07:05:34,delayed,11.42,0,True,2.31,14.58,1
dl00884,o00407,d056,v105,h01,07:26:00,18:31:02,ontime,12.58,1,False,4.81,14.99,0
dl00885,o00675,d126,v073,h06,20:14:00,19:38:10,ontime,15.92,0,False,4.37,16.87,0
dl00886,o00968,d050,v094,h02,05:45:00,17:49:42,delayed,1.2,2,False,3.45,10.2,0
dl00887,o00577,d155,v097,h02,23:14:00,01:19:26,ontime,29.9,0,False,4.18,18.94,0
dl00888,o01129,d055,v027,h07,16:39:00,16:16:34,failed,11.78,2,False,3.61,7.64,0
dl00889,o01172,d105,v002,h08,20:42:00,08:31:55,failed,7.09,0,True,4.37,11.81,1
dl00890,o00384,d103,v020,h03,16:28:00,02:33:42,delayed,9.61,0,False,3.51,9.44,0
dl00891,o00963,d013,v077,h07,13:03:00,11:56:40,ontime,9.94,0,False,4.61,14.44,0
dl00892,o00392,d163,v115,h07,12:15:00,14:18:34,ontime,9.31,1,False,4.42,14.7,0
dl00893,o00981,d062,v023,h05,23:09:00,08:12:13,delayed,25.18,1,False,4.52,10.11,0
dl00894,o00724,d094,v120,h06,10:15:00,22:57:13,delayed,25.57,0,False,2.58,20.64,0
dl00895,o01157,d068,v023,h07,22:06:00,20:56:21,ontime,17.68,1,False,4.43,9.26,0
dl00896,o00177,d042,v023,h06,05:07:00,09:26:55,ontime,11.26,1,False,4.39,12.49,0
dl00897,o00672,d084,v043,h07,00:01:00,23:54:43,ontime,33.64,2,False,4.06,29.43,0
dl00898,o00283,d088,v047,h07,17:54:00,03:34:21,delayed,10.44,3,False,3.85,17.21,0
dl00899,o00549,d129,v040,h08,11:47:00,19:36:01,ontime,5.78,2,False,3.72,9.14,0
dl00900,o00199,d039,v053,h07,14:11:00,02:06:29,ontime,12.4,0,False,5.0,8.44,0
dl00901,o00730,d099,v067,h05,11:31:00,09:28:50,ontime,13.94,1,False,3.7,13.05,0
dl00902,o00018,d015,v047,h06,23:03:00,02:59:39,ontime,17.27,0,False,5.0,12.37,0
dl00903,o00130,d130,v051,h03,00:41:00,03:13:51,ontime,19.22,4,False,3.42,14.82,0
dl00904,o01102,d160,v112,h04,06:18:00,09:41:36,ontime,32.81,0,False,4.79,16.84,0
dl00905,o01020,d028,v013,h04,02:30:00,11:04:29,delayed,30.71,1,False,3.81,18.26,0
dl00906,o01229,d168,v110,h08,01:11:00,09:44:29,failed,18.6,1,True,2.35,16.73,1
dl00907,o00884,d096,v103,h08,02:46:00,08:08:07,ontime,3.96,0,False,3.59,16.11,0
dl00908,o00145,d088,v042,h03,11:50:00,21:56:28,ontime,10.05,1,False,5.0,14.53,0
dl00909,o01204,d033,v001,h02,17:56:00,20:26:21,delayed,10.35,2,False,2.77,8.9,0
dl00910,o01002,d071,v005,h04,09:09:00,22:29:41,delayed,26.61,1,False,4.05,16.25,0
dl00911,o00806,d004,v119,h01,16:52:00,01:40:49,ontime,13.69,0,False,4.33,14.98,0
dl00912,o00355,d011,v095,h02,00:12:00,15:59:08,delayed,21.47,2,False,3.69,9.33,0
dl00913,o00239,d096,v081,h04,06:34:00,12:24:14,ontime,12.6,1,False,3.49,15.18,0
dl00914,o00270,d157,v006,h05,17:01:00,17:58:50,ontime,10.96,0,False,4.41,15.03,0
dl00915,o00873,d004,v047,h03,13:17:00,17:51:16,ontime,9.84,0,False,3.99,16.74,0
dl00916,o01100,d036,v049,h03,15:41:00,15:52:41,ontime,22.62,1,False,4.95,17.14,0
dl00917,o00700,d077,v102,h05,04:19:00,07:59:11,ontime,12.76,0,False,4.06,9.47,0
dl00918,o00645,d097,v086,h08,21:17:00,04:43:50,ontime,10.63,1,False,4.21,10.43,0
dl00919,o00763,d139,v097,h04,20:25:00,23:44:12,ontime,5.38,2,False,5.0,10.53,0
dl00920,o00686,d133,v034,h03,15:05:00,12:10:59,failed,5.08,1,True,3.09,4.15,1
dl00921,o00332,d063,v108,h08,02:49:00,01:59:36,failed,6.36,0,False,2.34,9.47,0
dl00922,o00399,d112,v090,h07,19:10:00,22:43:49,delayed,12.65,5,True,3.39,14.07,1
dl00923,o00047,d071,v012,h03,04:59:00,05:50:08,ontime,19.03,0,False,4.7,16.28,0
dl00924,o00717,d155,v027,h01,23:23:00,02:04:50,ontime,15.39,0,False,4.6,15.3,0
dl00925,o00003,d041,v100,h02,16:59:00,01:50:39,delayed,13.04,2,False,3.7,13.16,0
dl00926,o00574,d031,v046,h03,03:01:00,07:58:56,ontime,14.82,2,False,4.64,15.12,0
dl00927,o00335,d152,v077,h01,03:48:00,03:24:27,ontime,5.36,0,False,5.0,13.63,0
dl00928,o00100,d023,v101,h05,22:51:00,19:39:28,failed,12.72,0,True,3.15,21.6,1
dl00929,o00935,d033,v090,h05,12:29:00,02:01:45,ontime,15.41,0,False,4.51,15.11,0
dl00931,o01171,d006,v062,h08,03:47:00,21:24:20,failed,16.08,1,False,2.2,13.75,0
dl00932,o01225,d080,v082,h04,03:21:00,02:38:22,ontime,8.94,0,False,3.18,11.22,0
dl00933,o01133,d032,v009,h02,12:04:00,12:43:50,ontime,12.66,1,False,3.83,14.09,0
dl00934,o00775,d071,v080,h02,11:50:00,23:29:10,ontime,20.86,0,False,4.35,10.59,0
dl00935,o00211,d107,v012,h08,07:33:00,20:00:31,failed,32.42,4,False,3.9,14.69,0
dl00936,o00372,d087,v098,h03,15:05:00,14:49:44,ontime,5.84,2,False,4.74,11.21,0
dl00937,o00001,d047,v090,h01,16:29:00,18:52:56,ontime,26.65,2,False,4.29,15.82,0
dl00938,o01246,d132,v109,h03,03:20:00,10:45:58,failed,36.94,0,False,2.58,20.16,0
dl00939,o00417,d007,v076,h01,17:25:00,21:08:01,ontime,1.2,0,False,4.17,11.3,0
dl00940,o00565,d133,v066,h04,17:56:00,23:29:07,delayed,16.19,1,False,2.58,7.05,0
dl00941,o00592,d125,v044,h03,03:42:00,06:05:21,ontime,13.31,1,False,3.8,13.15,0
dl00942,o01112,d013,v027,h04,04:28:00,12:36:48,failed,12.99,1,False,4.06,16.82,0
dl00943,o00967,d087,v082,h01,17:18:00,22:14:16,ontime,5.06,2,False,4.57,8.9,0
dl00944,o00336,d009,v067,h06,06:09:00,10:20:19,ontime,16.01,2,False,4.04,12.32,0
dl00945,o00197,d075,v074,h03,05:04:00,07:26:38,ontime,8.74,1,False,4.39,12.97,0
dl00946,o00982,d069,v058,h04,08:18:00,07:56:03,ontime,10.68,1,False,4.62,19.6,0
dl00947,o01082,d129,v019,h04,15:52:00,13:23:40,ontime,10.8,0,False,4.13,11.79,0
dl00948,o00863,d155,v111,h07,19:05:00,04:28:30,ontime,11.02,0,False,4.82,9.38,0
dl00949,o01106,d060,v005,h02,01:58:00,10:58:31,ontime,11.36,0,False,4.05,20.13,0
dl00950,o00744,d024,v014,h02,05:31:00,09:48:21,ontime,15.82,0,False,3.8,16.73,0
